,country_name,iso3_code,continent_name,ohfa_factor,country_area,pop_density,emission_factor,climate_zone,m2_area,heating_demand_factor,estimated_floor_area,estimated_emissions
169,Norway,NOR,Northern Europe,0.27,325122946620.372,1.664e-05,199.4,7.0,77030866678.203,0.000158663,115227491.89318222,984284.5964908983
169,Norway,NOR,Northern Europe,0.27,325122946620.372,1.664e-05,199.4,8.0,115221374984.223,0.000230084,172355195.05939418,2135009.025825058
169,Norway,NOR,Northern Europe,0.27,325122946620.372,1.664e-05,199.4,4.0,79989077751.667,0.00013328,119652565.33692096,858570.4094245477
169,Norway,NOR,Northern Europe,0.27,325122946620.372,1.664e-05,199.4,5.0,52755952722.468,0.000159993,78915587.6960347,679755.4450587861
170,Nepal,NPL,Asia,0.56,147662662426.617,0.00020072,199.4,2.0,147662662426.617,2.2628e-05,2664399514.0222926,6732226.155948894
171,Nauru,NRU,Oceania,0.4,22151003.861,0.00053333,199.4,,,,,
172,New Zealand,NZL,Oceania,0.4,268709441571.548,1.9e-05,199.4,3.0,189137378895.172,5.2005e-05,323049423.1830672,1339982.7757502003
172,New Zealand,NZL,Oceania,0.4,268709441571.548,1.9e-05,199.4,4.0,21721407414.208,0.00013328,37100483.13492524,394393.4508036934
172,New Zealand,NZL,Oceania,0.4,268709441571.548,1.9e-05,199.4,2.0,56156148855.173,2.2628e-05,95915527.65411182,173109.23440623764
173,Oman,OMN,Asia,0.56,309333049880.472,1.501e-05,199.4,3.0,208068685.006,5.2005e-05,280753.654102463,1630.3607040284248
173,Oman,OMN,Asia,0.56,309333049880.472,1.501e-05,199.4,1.0,309028148612.738,2.0006e-05,416981449.8565379,931515.7032353097
174,Pakistan,PAK,Asia,0.56,874177251368.461,0.000278,199.4,3.0,266250767003.583,5.2005e-05,6653860112.571365,38639540.03490685
174,Pakistan,PAK,Asia,0.56,874177251368.461,0.000278,199.4,1.0,48862053142.809,2.0006e-05,1221109220.0192754,2727896.9225243134
174,Pakistan,PAK,Asia,0.56,874177251368.461,0.000278,199.4,2.0,559064436442.812,2.2628e-05,13971552442.340778,35302382.50552063
175,Panama,PAN,North America,0.63,75103879753.517,5.607e-05,199.4,1.0,75055916768.948,2.0006e-05,378314940.4921135,950778.7371667327
176,Pitcairn,PCN,Oceania,0.4,54193772.281,1.19e-06,199.4,,,,,
177,Peru,PER,South America,0.56,1292817412771.31,2.502e-05,199.4,1.0,1291278769022.25,2.0006e-05,2904325705.0082417,6488118.362233952
177,Peru,PER,South America,0.56,1292817412771.31,2.502e-05,199.4,2.0,1538643749.052,2.2628e-05,3460695.473685879,8744.25342862718
178,Philippines,PHL,Asia,0.56,295856827111.598,0.000367,199.4,1.0,295488969688.374,2.0006e-05,9748669356.374622,21778039.75269438
179,Palau,PLW,Oceania,0.4,487505709.717,4.032e-05,199.4,,,,,
180,Papua New Guinea,PNG,Oceania,0.4,463631296569.137,1.93e-05,199.4,1.0,462691712050.901,2.0006e-05,802762417.3334025,1280950.778112683
181,Poland,POL,Europe,0.54,312400045342.679,0.00012276,199.4,4.0,121669177515.577,0.00013328,1342689073.5724177,19269007.804067902
181,Poland,POL,Europe,0.54,312400045342.679,0.00012276,199.4,5.0,190730868002.132,0.000159993,2104824390.9321969,36260664.90538462
182,Puerto Rico,PRI,North America,0.63,8970473735.613,0.00035096,199.4,1.0,8970473735.613,2.0006e-05,283016009.4940257,711274.061116038
183,Democratic People's Republic of Korea,PRK,Asia,0.56,122755117160.758,0.00021196,199.4,6.0,25053797431.834,0.000240838,477381379.69659245,12838186.143238159
183,Democratic People's Republic of Korea,PRK,Asia,0.56,122755117160.758,0.00021196,199.4,5.0,97701319726.67,0.000159993,1861625605.3077464,33258794.71864234
184,Portugal,PRT,Europe,0.54,91878028052.84,0.00011159,199.4,3.0,88766624376.953,5.2005e-05,890457067.3849851,4986283.874038714
184,Portugal,PRT,Europe,0.54,91878028052.84,0.00011159,199.4,1.0,748825049.572,2.0006e-05,7511793.563250824,16181.650713634217
185,Paraguay,PRY,South America,0.56,399586142243.815,1.71e-05,199.4,1.0,291241268720.641,2.0006e-05,447699930.99834824,1000139.2536905614
185,Paraguay,PRY,South America,0.56,399586142243.815,1.71e-05,199.4,2.0,108344873525.633,2.2628e-05,166549172.83710116,420825.2897978138
186,State of Palestine,PSE,Asia,0.56,6219974349.577,0.00082669,199.4,3.0,6219974349.577,5.2005e-05,462241869.2496653,2684278.4354509604
187,French Polynesia,PYF,Oceania,0.4,4053379493.296,7.969e-05,199.4,,,,,
188,Qatar,QAT,Asia,0.56,11624979242.964,0.00023684,199.4,3.0,11624979242.964,5.2005e-05,247505720.63254896,1437287.084407017
189,Réunion,REU,Seven seas (open ocean),0.0,2512652067.423,0.00034096,199.4,,,,,
190,Romania,ROU,Europe,0.54,238338605440.778,8.14e-05,199.4,5.0,238338605440.778,0.000159993,1744041446.4360878,30045310.545984853
191,Russian Federation,RUS,Europe,0.54,16925824290570.9,8.58e-06,199.4,7.0,3725017783.478,0.000158663,2873119.1780613274,49084.934582624206
191,Russian Federation,RUS,Europe,0.54,16925824290570.9,8.58e-06,199.4,6.0,3109377520893.04,0.000240838,2398273701.3323417,62193166.77849488
191,Russian Federation,RUS,Europe,0.54,16925824290570.9,8.58e-06,199.4,8.0,1680290332575.0,0.000230084,1296013780.2952292,32108125.520329688
191,Russian Federation,RUS,Europe,0.54,16925824290570.9,8.58e-06,199.4,10.0,514159775455.743,0.00024528,396573223.8921875,10473803.91884235
191,Russian Federation,RUS,Europe,0.54,16925824290570.9,8.58e-06,199.4,9.0,8825251879747.71,0.000385013,6806947483.415868,282193306.0147545
191,Russian Federation,RUS,Europe,0.54,16925824290570.9,8.58e-06,199.4,4.0,889410176.15,0.00013328,686005.1636783173,9844.899398323307
191,Russian Federation,RUS,Europe,0.54,16925824290570.9,8.58e-06,199.4,5.0,2751341478384.51,0.000159993,2122119255.9143727,36558610.570782766
192,Rwanda,RWA,Africa,0.45,25277679515.2,0.00046983,199.4,1.0,25277679515.2,2.0006e-05,1067618154.8814557,1916522.3250124857
193,Saudi Arabia,SAU,Asia,0.56,1915986274315.94,1.592e-05,199.4,3.0,501662606177.963,5.2005e-05,717947679.5786669,4169184.148557021
193,Saudi Arabia,SAU,Asia,0.56,1915986274315.94,1.592e-05,199.4,1.0,1146049813737.95,2.0006e-05,1640153749.3963382,3664021.4422214907
193,Saudi Arabia,SAU,Asia,0.56,1915986274315.94,1.592e-05,199.4,2.0,268244915177.086,2.2628e-05,383895096.1033881,970000.4047914414
194,Serbia and Montenegro,SCG,,,,,,,,,,
195,Sudan,SDN,Africa,0.45,1872131596204.64,2.217e-05,199.4,1.0,1749907791276.75,2.0006e-05,3487537296.0598617,6260612.051838481
195,Sudan,SDN,Africa,0.45,1872131596204.64,2.217e-05,199.4,2.0,122220962367.339,2.2628e-05,243584357.26800624,494576.22201764974
196,Senegal,SEN,Africa,0.45,196889776391.687,8.24e-05,199.4,1.0,196797363772.997,2.0006e-05,1457754836.3906724,2616871.655435517
197,Singapore,SGP,Asia,0.56,697025420.937,0.00789426,199.4,1.0,697025420.937,2.0006e-05,494650037.1922466,1105023.442671219
198,South Georgia and the South Sandwich Islands,SGS,Seven seas (open ocean),0.0,4096707696.273,0.0,199.4,,,,,
199,Saint Helena,SHN,Seven seas (open ocean),0.0,411227101.441,1.43e-05,199.4,,,,,
200,Svalbard and Jan Mayen Islands,SJM,Northern Europe,0.27,60343330713.545,4e-08,199.4,,,,,
201,Solomon Islands,SLB,Oceania,0.4,28532828606.674,2.406e-05,199.4,1.0,28236689157.665,2.0006e-05,61072739.13816937,97452.46044324976
202,Sierra Leone,SLE,Africa,0.45,72601124684.343,0.00011014,199.4,1.0,72599417372.761,2.0006e-05,718813475.742683,1290369.6583668895
203,El Salvador,SLV,North America,0.63,20422746175.634,0.00031867,199.4,1.0,20422746175.634,2.0006e-05,585050456.946758,1470345.1413023283
204,San Marino,SMR,Europe,0.54,61215624.747,0.00056789,199.4,3.0,61215624.747,5.2005e-05,3125104.25456772,17499.616230799937
205,Somalia,SOM,Africa,0.45,633538456828.473,2.381e-05,199.4,1.0,633528624930.815,2.0006e-05,1356012336.85146,2434229.7896355446
206,Saint Pierre and Miquelon,SPM,North America,0.63,226656920.353,2.478e-05,199.4,7.0,213282268.191,0.000158663,475109.87316070346,9469.68255221698
207,Serbia,SRB,Europe,0.54,78231641213.998,8.908e-05,199.4,4.0,447981962.968,0.00013328,3587391.208983631,51482.85672589254
207,Serbia,SRB,Europe,0.54,78231641213.998,8.908e-05,199.4,5.0,77783659218.591,0.000159993,622883147.8719249,10730661.04588037
208,South Sudan,SSD,Africa,0.45,628098785342.969,1.983e-05,199.4,1.0,628098785342.969,2.0006e-05,1119666464.0196197,2009956.2423605088
209,Sao Tome and Principe,STP,Africa,0.45,1002233997.002,0.00020158,199.4,1.0,1002233997.002,2.0006e-05,18161619.56138472,32602.62031760048
210,Suriname,SUR,South America,0.56,146425550124.225,3.47e-06,199.4,1.0,146425550124.225,2.0006e-05,45675608.51041127,102037.02490102354
211,Slovakia,SVK,Europe,0.54,49099270056.491,0.00011115,199.4,5.0,49099270056.491,0.000159993,490594308.4027484,8451667.463622635
212,Slovenia,SVN,Europe,0.54,19980929350.05,0.00010281,199.4,4.0,11186385831.545,0.00013328,103386338.9159166,1483703.2717518124
212,Slovenia,SVN,Europe,0.54,19980929350.05,0.00010281,199.4,5.0,8794543535.8,0.000159993,81280555.87346247,1400253.157721012
213,Sweden,SWE,Northern Europe,0.27,450047320257.641,2.305e-05,199.4,7.0,2868764028.367,0.000158663,5944341.603941495,50777.15205728435
213,Sweden,SWE,Northern Europe,0.27,450047320257.641,2.305e-05,199.4,8.0,282973671736.454,0.000230084,586347344.3929762,7263238.407848186
213,Sweden,SWE,Northern Europe,0.27,450047320257.641,2.305e-05,199.4,4.0,116186814799.318,0.00013328,240749713.1906578,1727506.462071351
213,Sweden,SWE,Northern Europe,0.27,450047320257.641,2.305e-05,199.4,5.0,47897255985.886,0.000159993,99247497.75728647,854888.4824735966
214,Eswatini,SWZ,Africa,0.45,17383293755.62,6.676e-05,199.4,1.0,15013208324.732,2.0006e-05,90100632.92113012,161743.10421901222
214,Eswatini,SWZ,Africa,0.45,17383293755.62,6.676e-05,199.4,2.0,2370087255.763,2.2628e-05,14223899.196200803,28880.35342547372
215,Sint Maarten (Dutch part),SXM,North America,0.63,38007286.414,0.001261,199.4,1.0,38007286.414,2.0006e-05,4308439.044598933,10827.942001590109
216,Seychelles,SYC,Seven seas (open ocean),0.0,491200155.088,0.00021266,199.4,,,,,
217,Syrian Arab Republic,SYR,Asia,0.56,186918217361.21,9.218e-05,199.4,3.0,186918217361.21,5.2005e-05,1548910547.1810246,8994657.249438643
218,Turks and Caicos Islands,TCA,North America,0.63,991451164.328,7.628e-05,199.4,1.0,989538691.709,2.0006e-05,6785493.944598653,17053.260850089293
219,Chad,TCD,Africa,0.45,1269957709848.84,1.196e-05,199.4,1.0,1165355027925.76,2.0006e-05,1252931813.6280956,2249185.9861668022
219,Chad,TCD,Africa,0.45,1269957709848.84,1.196e-05,199.4,2.0,104602683092.765,2.2628e-05,112463606.6238625,228347.2810091436
220,Togo,TGO,Africa,0.45,56995317961.792,0.00013318,199.4,1.0,56995317961.792,2.0006e-05,682364137.935249,1224938.0531431795
221,Thailand,THA,Asia,0.56,514054565640.585,0.00013,199.4,1.0,513960534821.496,2.0006e-05,6006356801.480456,13417900.680565558
222,Tajikistan,TJK,Asia,0.56,142113171253.997,6.378e-05,199.4,3.0,72810803020.259,5.2005e-05,417463335.2756033,2424245.6233805297
222,Tajikistan,TJK,Asia,0.56,142113171253.997,6.378e-05,199.4,5.0,69302368427.198,0.000159993,397347600.43872714,7098797.006905218
223,Tokelau,TKL,Oceania,0.4,15667167.513,0.00014,199.4,,,,,
224,Turkmenistan,TKM,Asia,0.56,489592927749.369,1.191e-05,199.4,3.0,59888107333.049,5.2005e-05,64119533.26199444,372347.6644505129
224,Turkmenistan,TKM,Asia,0.56,489592927749.369,1.191e-05,199.4,5.0,429684655557.974,0.000159993,460044252.37553185,8218901.430892043
225,Timor-Leste,TLS,Asia,0.56,14915478280.366,7.824e-05,199.4,1.0,14915478280.366,2.0006e-05,104906893.90547515,234356.75396162595
226,Tonga,TON,Oceania,0.4,763417308.666,0.00013889,199.4,1.0,50628012.95,2.0006e-05,632120.4828951613,1008.6611018926557
227,Trinidad and Tobago,TTO,North America,0.63,5159132796.855,0.00026459,199.4,1.0,5158350034.026,2.0006e-05,122693692.85337667,308353.01983503945
228,Tunisia,TUN,Africa,0.45,154864908080.705,7.165e-05,199.4,3.0,154855712282.297,5.2005e-05,997427706.021266,4654405.275127293
229,Turkey,TUR,Asia,0.56,780704463907.692,0.00010612,199.4,3.0,364552510443.907,5.2005e-05,3477725801.2103295,20195453.924919546
229,Turkey,TUR,Asia,0.56,780704463907.692,0.00010612,199.4,4.0,53395420538.778,0.00013328,509376911.0191238,7580841.568891019
229,Turkey,TUR,Asia,0.56,780704463907.692,0.00010612,199.4,5.0,362756532899.673,0.000159993,3460592693.4548197,61825074.63815259
230,Tuvalu,TUV,Oceania,0.4,41726276.739,0.00039615,199.4,,,,,
231,Taiwan,TWN,Asia,0.56,36406335788.559,0.00065211,199.4,1.0,15775618958.523,2.0006e-05,924794569.2114481,2065944.813093202
231,Taiwan,TWN,Asia,0.56,36406335788.559,0.00065211,199.4,2.0,20553458731.371,2.2628e-05,1204879951.985296,3044409.926080624
232,United Republic of Tanzania,TZA,Africa,0.45,940576323954.346,5.914e-05,199.4,1.0,932374707997.143,2.0006e-05,4956895999.869344,8898314.255033934
233,Uganda,UGA,Africa,0.45,241439720871.17,0.00016562,199.4,1.0,239713450065.621,2.0006e-05,3568972368.503066,6406799.275859358
234,Ukraine,UKR,Europe,0.54,601362608408.376,6.949e-05,199.4,5.0,601362541251.343,0.000159993,3756614988.3834686,64716732.59734012
235,United States Minor Outlying Islands,UMI,North America,0.63,47267543.1,0.0,199.4,,,,,
236,Uruguay,URY,South America,0.56,177465605211.045,1.997e-05,199.4,3.0,42832935889.953,5.2005e-05,76894258.0553161,446531.594039576
236,Uruguay,URY,South America,0.56,177465605211.045,1.997e-05,199.4,2.0,134632669038.385,2.2628e-05,241694363.94253436,610697.1233540569
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,7.0,98281054962.351,0.000158663,300390870.50172406,6452067.999873425
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,6.0,148604350472.815,0.000240838,454201373.9674693,14808463.541051485
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,3.0,1340664084061.65,5.2005e-05,4097669193.884302,28848188.0406123
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,1.0,37376118514.463,2.0006e-05,114238138.57956752,309391.1788633201
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,8.0,815479627306.549,0.000230084,2492470550.0655723,77634185.20678282
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,10.0,127723686391.65,0.00024528,390380723.4626693,12962448.587268462
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,9.0,395319094337.76,0.000385013,1208272000.3317337,62976228.77471974
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,4.0,186106305017.705,0.00013328,568824123.7494189,10263123.035776012
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,2.0,1672279879698.55,2.2628e-05,5111235415.387012,15657001.716112215
237,United States of America,USA,North America,0.63,9472983866199.2,3.4e-05,214.88,5.0,4611642107369.82,0.000159993,14095241322.001451,305288216.9475268
238,Uzbekistan,UZB,Asia,0.56,447554554052.37,7.299e-05,199.4,6.0,4958927782.519,0.000240838,32537872.278514393,875038.8657428782
238,Uzbekistan,UZB,Asia,0.56,447554554052.37,7.299e-05,199.4,3.0,31527665359.852,5.2005e-05,206867934.70452732,1201299.953669314
238,Uzbekistan,UZB,Asia,0.56,447554554052.37,7.299e-05,199.4,5.0,403331859531.368,0.000159993,2646451230.354669,47280064.23650051
239,Holy See,VAT,Europe,0.54,526709.274,0.00092449,199.4,3.0,526709.274,5.2005e-05,43773.49122704552,245.1179977231012
240,Saint Vincent and the Grenadines,VCT,North America,0.63,397945400.507,0.00028411,199.4,1.0,390594002.12,2.0006e-05,9975854.19532257,25071.25423503059
241,Venezuela (Bolivarian Republic of),VEN,South America,0.56,912492682305.999,3.516e-05,199.4,1.0,912307673862.247,2.0006e-05,2883554719.135299,6441717.018675427
242,British Virgin Islands,VGB,North America,0.63,169356711.229,0.00021328,199.4,1.0,129114067.801,2.0006e-05,2475492.9785485533,6221.393437298236
243,United States Virgin Islands,VIR,North America,0.63,362159803.727,0.00029804,199.4,1.0,362159803.727,2.0006e-05,9703151.306475183,24385.899044081045
244,Viet Nam,VNM,Asia,0.56,329276303104.728,0.00029048,199.4,3.0,127385649.063,5.2005e-05,3326402.0753504294,19316.70398658709
244,Viet Nam,VNM,Asia,0.56,329276303104.728,0.00029048,199.4,1.0,274997511117.946,2.0006e-05,7180968173.632631,16041923.73659113
244,Viet Nam,VNM,Asia,0.56,329276303104.728,0.00029048,199.4,2.0,54024765146.112,2.2628e-05,1410740473.7049294,3564564.498059954
245,Vanuatu,VUT,Oceania,0.4,12318983515.845,2.479e-05,199.4,1.0,11902726910.04,2.0006e-05,26525342.42250624,42325.92020025167
246,Wallis and Futuna Islands,WLF,Oceania,0.4,155741076.92,8.169e-05,199.4,,,,,
247,Samoa,WSM,Oceania,0.4,2853359742.763,7.04e-05,199.4,,,,,
248,Yemen,YEM,Asia,0.56,452209429726.802,6.355e-05,199.4,1.0,452162125427.377,2.0006e-05,2583138779.1699114,5770602.834396404
249,South Africa,ZAF,Africa,0.45,1219709417585.52,4.814e-05,199.4,3.0,168376502540.879,5.2005e-05,728661079.6935482,3400230.3652003133
249,South Africa,ZAF,Africa,0.45,1219709417585.52,4.814e-05,199.4,1.0,145886510027.806,2.0006e-05,631334065.6531125,1133332.0118553422
249,South Africa,ZAF,Africa,0.45,1219709417585.52,4.814e-05,199.4,2.0,905446399832.514,2.2628e-05,3918382561.4053025,7955924.860591268
250,Zambia,ZMB,Africa,0.45,750491603335.691,2.18e-05,199.4,1.0,750491603335.691,2.0006e-05,1470755001.7237802,2640208.751171324
251,Zimbabwe,ZWE,Africa,0.45,390680716612.644,3.88e-05,199.4,1.0,390680716612.644,2.0006e-05,1362673166.7194538,2446186.9009742304
